YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,ALLSKY_KT
2010,7,4,9,201.55,14.55,0.38
2010,7,4,10,276.99,15.46,0.41
2010,7,4,11,301.11,16.2,0.41
2010,7,4,12,338.69,16.63,0.46
2010,7,4,13,341.27,16.78,0.52
2010,7,4,14,283.14,16.81,0.53
2010,7,4,15,155.98,16.7,0.46
2010,7,4,16,40.8,16.12,0.38
2010,7,4,17,0.0,15.47,-999.0
2010,7,4,18,0.0,15.32,-999.0
2010,7,4,19,0.0,15.38,-999.0
2010,7,4,20,0.0,15.54,-999.0
2010,7,4,21,0.0,15.51,-999.0
2010,7,4,22,0.0,15.38,-999.0
2010,7,4,23,0.0,15.4,-999.0
2010,7,5,0,0.0,15.48,-999.0
2010,7,5,1,0.0,15.47,-999.0
2010,7,5,2,0.0,15.33,-999.0
2010,7,5,3,0.0,15.16,-999.0
2010,7,5,4,0.0,15.01,-999.0
2010,7,5,5,0.0,14.86,-999.0
2010,7,5,6,0.0,14.79,-999.0
2010,7,5,7,36.3,14.89,0.3
2010,7,5,8,135.61,15.15,0.38
2010,7,5,9,257.52,15.43,0.48
2010,7,5,10,305.81,15.42,0.45
2010,7,5,11,347.85,15.2,0.47
2010,7,5,12,367.41,15.06,0.5
2010,7,5,13,337.29,15.07,0.51
2010,7,5,14,237.46,15.09,0.45
2010,7,5,15,116.14,15.04,0.34
2010,7,5,16,29.59,15.0,0.27
2010,7,5,17,0.0,14.77,-999.0
2010,7,5,18,0.0,14.5,-999.0
2010,7,5,19,0.0,14.26,-999.0
2010,7,5,20,0.0,14.11,-999.0
2010,7,5,21,0.0,13.98,-999.0
2010,7,5,22,0.0,13.94,-999.0
2010,7,5,23,0.0,13.91,-999.0
2010,7,6,0,0.0,13.96,-999.0
2010,7,6,1,0.0,14.0,-999.0
2010,7,6,2,0.0,13.96,-999.0
2010,7,6,3,0.0,13.97,-999.0
2010,7,6,4,0.0,13.98,-999.0
2010,7,6,5,0.0,13.96,-999.0
2010,7,6,6,0.0,13.9,-999.0
2010,7,6,7,14.57,13.76,0.12
2010,7,6,8,107.85,13.65,0.3
2010,7,6,9,162.42,13.61,0.3
2010,7,6,10,246.24,13.69,0.37
2010,7,6,11,212.06,14.05,0.29
2010,7,6,12,311.44,14.61,0.42
2010,7,6,13,332.91,15.43,0.5
2010,7,6,14,286.34,15.98,0.54
2010,7,6,15,166.97,16.03,0.48
2010,7,6,16,39.08,15.42,0.34
2010,7,6,17,0.0,14.58,-999.0
2010,7,6,18,0.0,14.3,-999.0
2010,7,6,19,0.0,14.37,-999.0
2010,7,6,20,0.0,14.03,-999.0
2010,7,6,21,0.0,13.83,-999.0
2010,7,6,22,0.0,13.9,-999.0
2010,7,6,23,0.0,13.87,-999.0
2010,7,7,0,0.0,14.03,-999.0
2010,7,7,1,0.0,14.25,-999.0
2010,7,7,2,0.0,14.55,-999.0
2010,7,7,3,0.0,14.82,-999.0
2010,7,7,4,0.0,15.09,-999.0
2010,7,7,5,0.0,15.35,-999.0
2010,7,7,6,0.0,15.44,-999.0
2010,7,7,7,25.7,15.53,0.21
2010,7,7,8,69.33,15.65,0.2
2010,7,7,9,132.56,15.82,0.24
2010,7,7,10,221.61,15.86,0.33
2010,7,7,11,255.62,15.88,0.34
2010,7,7,12,275.88,16.12,0.38
2010,7,7,13,175.88,16.41,0.27
2010,7,7,14,140.46,16.51,0.27
2010,7,7,15,64.77,16.31,0.19
2010,7,7,16,24.91,15.98,0.22
2010,7,7,17,0.0,15.74,-999.0
2010,7,7,18,0.0,15.73,-999.0
2010,7,7,19,0.0,15.69,-999.0
2010,7,7,20,0.0,15.55,-999.0
2010,7,7,21,0.0,15.43,-999.0
2010,7,7,22,0.0,15.23,-999.0
2010,7,7,23,0.0,15.15,-999.0
2010,7,8,0,0.0,15.01,-999.0
2010,7,8,1,0.0,14.94,-999.0
2010,7,8,2,0.0,14.76,-999.0
2010,7,8,3,0.0,14.62,-999.0
2010,7,8,4,0.0,14.61,-999.0
2010,7,8,5,0.0,14.73,-999.0
2010,7,8,6,0.0,14.96,-999.0
2010,7,8,7,27.09,15.09,0.22
2010,7,8,8,106.37,15.26,0.3
2010,7,8,9,181.42,15.49,0.34
2010,7,8,10,233.35,15.79,0.34
2010,7,8,11,252.83,16.04,0.34
2010,7,8,12,266.37,16.22,0.36
2010,7,8,13,263.48,16.19,0.39
2010,7,8,14,192.41,15.98,0.36
2010,7,8,15,111.73,15.66,0.32
2010,7,8,16,35.91,15.15,0.3
2010,7,8,17,0.0,14.72,-999.0
2010,7,8,18,0.0,14.54,-999.0
2010,7,8,19,0.0,14.51,-999.0
2010,7,8,20,0.0,14.51,-999.0
2010,7,8,21,0.0,14.52,-999.0
2010,7,8,22,0.0,14.44,-999.0
2010,7,8,23,0.0,14.33,-999.0
2010,7,9,0,0.0,14.2,-999.0
2010,7,9,1,0.0,14.15,-999.0
2010,7,9,2,0.0,14.12,-999.0
2010,7,9,3,0.0,14.14,-999.0
2010,7,9,4,0.0,14.13,-999.0
2010,7,9,5,0.0,14.18,-999.0
2010,7,9,6,0.0,14.26,-999.0
2010,7,9,7,22.26,14.48,0.18
2010,7,9,8,106.71,15.04,0.3
2010,7,9,9,192.8,15.33,0.35
2010,7,9,10,294.88,15.59,0.44
2010,7,9,11,243.01,16.0,0.33
2010,7,9,12,263.72,16.27,0.35
2010,7,9,13,297.93,16.45,0.44
2010,7,9,14,193.3,16.42,0.36
2010,7,9,15,106.74,16.22,0.3
2010,7,9,16,39.8,15.7,0.34
2010,7,9,17,0.0,15.12,-999.0
2010,7,9,18,0.0,14.96,-999.0
2010,7,9,19,0.0,14.86,-999.0
2010,7,9,20,0.0,14.75,-999.0
2010,7,9,21,0.0,14.62,-999.0
2010,7,9,22,0.0,14.64,-999.0
2010,7,9,23,0.0,14.8,-999.0
2010,7,10,0,0.0,14.69,-999.0
2010,7,10,1,0.0,14.62,-999.0
2010,7,10,2,0.0,14.55,-999.0
2010,7,10,3,0.0,14.45,-999.0
2010,7,10,4,0.0,14.3,-999.0
2010,7,10,5,0.0,14.15,-999.0
2010,7,10,6,0.0,14.1,-999.0
2010,7,10,7,53.05,14.14,0.42
2010,7,10,8,171.41,14.83,0.48
2010,7,10,9,319.97,15.24,0.59
2010,7,10,10,413.3,15.51,0.61
2010,7,10,11,484.74,15.96,0.65
2010,7,10,12,427.52,16.64,0.57
2010,7,10,13,351.27,17.04,0.52
2010,7,10,14,291.38,17.02,0.54
2010,7,10,15,141.66,16.78,0.4
2010,7,10,16,44.09,16.37,0.36
2010,7,10,17,0.0,15.8,-999.0
2010,7,10,18,0.0,15.55,-999.0
2010,7,10,19,0.0,15.55,-999.0
2010,7,10,20,0.0,15.44,-999.0
2010,7,10,21,0.0,15.2,-999.0
2010,7,10,22,0.0,14.96,-999.0
2010,7,10,23,0.0,14.65,-999.0
2010,7,11,0,0.0,14.37,-999.0
2010,7,11,1,0.0,14.2,-999.0
2010,7,11,2,0.0,14.08,-999.0
2010,7,11,3,0.0,13.8,-999.0
2010,7,11,4,0.0,13.47,-999.0
2010,7,11,5,0.0,13.3,-999.0
2010,7,11,6,0.0,13.34,-999.0
2010,7,11,7,30.75,13.67,0.24
2010,7,11,8,97.43,14.48,0.27
2010,7,11,9,160.93,15.56,0.3
2010,7,11,10,219.34,16.47,0.32
2010,7,11,11,205.11,16.94,0.27
2010,7,11,12,199.72,17.44,0.27
2010,7,11,13,191.37,17.81,0.28
2010,7,11,14,124.15,17.87,0.23
2010,7,11,15,103.45,17.7,0.29
2010,7,11,16,29.77,17.25,0.24
2010,7,11,17,0.0,16.68,-999.0
2010,7,11,18,0.0,16.27,-999.0
2010,7,11,19,0.0,15.99,-999.0
2010,7,11,20,0.0,15.69,-999.0
2010,7,11,21,0.0,15.35,-999.0
2010,7,11,22,0.0,15.03,-999.0
2010,7,11,23,0.0,14.8,-999.0
2010,7,12,0,0.0,14.56,-999.0
2010,7,12,1,0.0,14.47,-999.0
2010,7,12,2,0.0,14.48,-999.0
2010,7,12,3,0.0,14.55,-999.0
2010,7,12,4,0.0,14.68,-999.0
2010,7,12,5,0.0,14.74,-999.0
2010,7,12,6,0.0,14.76,-999.0
2010,7,12,7,27.14,14.77,0.21
2010,7,12,8,70.37,14.98,0.2
2010,7,12,9,116.84,15.22,0.21
2010,7,12,10,153.96,15.48,0.23
2010,7,12,11,169.54,15.65,0.23
2010,7,12,12,196.09,15.88,0.26
2010,7,12,13,157.24,16.23,0.23
2010,7,12,14,125.93,16.51,0.23
2010,7,12,15,108.41,16.51,0.3
2010,7,12,16,26.25,16.17,0.21
2010,7,12,17,0.0,16.04,-999.0
2010,7,12,18,0.0,15.85,-999.0
2010,7,12,19,0.0,15.47,-999.0
2010,7,12,20,0.0,15.0,-999.0
2010,7,12,21,0.0,14.54,-999.0
2010,7,12,22,0.0,14.2,-999.0
2010,7,12,23,0.0,13.91,-999.0
2010,7,13,0,0.0,13.65,-999.0
2010,7,13,1,0.0,13.52,-999.0
2010,7,13,2,0.0,13.43,-999.0
2010,7,13,3,0.0,13.37,-999.0
2010,7,13,4,0.0,13.31,-999.0
2010,7,13,5,0.0,13.2,-999.0
2010,7,13,6,0.0,13.38,-999.0
2010,7,13,7,29.21,13.87,0.23
2010,7,13,8,108.4,14.67,0.3
2010,7,13,9,208.05,15.48,0.38
2010,7,13,10,269.73,16.47,0.39
2010,7,13,11,335.75,17.43,0.45
2010,7,13,12,298.93,18.33,0.4
2010,7,13,13,240.99,18.76,0.35
2010,7,13,14,136.95,18.75,0.25
2010,7,13,15,70.55,18.49,0.2
2010,7,13,16,23.41,18.31,0.18
2010,7,13,17,0.0,18.15,-999.0
2010,7,13,18,0.0,17.95,-999.0
2010,7,13,19,0.0,17.76,-999.0
2010,7,13,20,0.0,17.64,-999.0
2010,7,13,21,0.0,17.49,-999.0
2010,7,13,22,0.0,17.27,-999.0
2010,7,13,23,0.0,17.4,-999.0
2010,7,14,0,0.0,17.68,-999.0
2010,7,14,1,0.0,17.58,-999.0
2010,7,14,2,0.0,17.55,-999.0
2010,7,14,3,0.0,17.65,-999.0
2010,7,14,4,0.0,17.69,-999.0
2010,7,14,5,0.0,17.48,-999.0
2010,7,14,6,0.0,16.48,-999.0
2010,7,14,7,15.1,15.41,0.12
2010,7,14,8,74.02,14.8,0.2
2010,7,14,9,254.1,14.87,0.46
2010,7,14,10,507.2,15.57,0.73
2010,7,14,11,574.38,16.1,0.76
2010,7,14,12,543.3,16.36,0.72
2010,7,14,13,513.77,16.51,0.74
2010,7,14,14,398.06,16.55,0.72
2010,7,14,15,241.61,16.35,0.66
2010,7,14,16,67.6,15.79,0.52
2010,7,14,17,0.0,15.15,-999.0
2010,7,14,18,0.0,14.65,-999.0
2010,7,14,19,0.0,14.25,-999.0
2010,7,14,20,0.0,13.97,-999.0
2010,7,14,21,0.0,13.78,-999.0
2010,7,14,22,0.0,13.69,-999.0
2010,7,14,23,0.0,13.62,-999.0
2010,7,15,0,0.0,13.5,-999.0
2010,7,15,1,0.0,13.3,-999.0
2010,7,15,2,0.0,13.1,-999.0
2010,7,15,3,0.0,13.05,-999.0
2010,7,15,4,0.0,13.05,-999.0
2010,7,15,5,0.0,12.98,-999.0
2010,7,15,6,0.0,12.73,-999.0
2010,7,15,7,66.64,12.55,0.5
2010,7,15,8,237.73,12.79,0.65
2010,7,15,9,400.83,13.3,0.72
2010,7,15,10,511.81,13.94,0.74
2010,7,15,11,582.27,14.53,0.77
2010,7,15,12,577.34,14.98,0.76
2010,7,15,13,514.16,15.35,0.74
2010,7,15,14,397.65,15.59,0.71
2010,7,15,15,236.71,15.58,0.65
2010,7,15,16,65.02,15.02,0.48
2010,7,15,17,0.0,14.23,-999.0
2010,7,15,18,0.0,13.91,-999.0
2010,7,15,19,0.0,13.58,-999.0
2010,7,15,20,0.0,13.47,-999.0
2010,7,15,21,0.0,12.8,-999.0
2010,7,15,22,0.0,12.12,-999.0
2010,7,15,23,0.0,11.7,-999.0
2010,7,16,0,0.0,11.46,-999.0
2010,7,16,1,0.0,11.28,-999.0
2010,7,16,2,0.0,11.1,-999.0
2010,7,16,3,0.0,10.89,-999.0
2010,7,16,4,0.0,10.72,-999.0
2010,7,16,5,0.0,10.65,-999.0
2010,7,16,6,0.0,10.55,-999.0
2010,7,16,7,68.43,10.76,0.5
2010,7,16,8,247.33,11.6,0.67
2010,7,16,9,408.05,12.83,0.73
2010,7,16,10,527.23,13.9,0.76
2010,7,16,11,586.59,14.69,0.77
2010,7,16,12,570.09,15.14,0.74
2010,7,16,13,500.78,15.42,0.72
2010,7,16,14,392.25,15.5,0.7
2010,7,16,15,231.43,15.31,0.62
2010,7,16,16,66.25,14.8,0.48
2010,7,16,17,0.0,14.22,-999.0
2010,7,16,18,0.0,14.01,-999.0
2010,7,16,19,0.0,13.81,-999.0
2010,7,16,20,0.0,13.61,-999.0
2010,7,16,21,0.0,13.37,-999.0
2010,7,16,22,0.0,13.17,-999.0
2010,7,16,23,0.0,13.05,-999.0
2010,7,17,0,0.0,12.88,-999.0
2010,7,17,1,0.0,12.55,-999.0
2010,7,17,2,0.0,12.22,-999.0
2010,7,17,3,0.0,11.98,-999.0
2010,7,17,4,0.0,11.9,-999.0
2010,7,17,5,0.0,11.85,-999.0
2010,7,17,6,0.0,11.64,-999.0
2010,7,17,7,60.2,11.64,0.44
2010,7,17,8,224.64,12.18,0.6
2010,7,17,9,376.91,12.94,0.67
2010,7,17,10,486.33,14.01,0.7
2010,7,17,11,574.35,15.08,0.75
2010,7,17,12,567.73,15.73,0.74
2010,7,17,13,506.0,16.05,0.73
2010,7,17,14,399.27,16.13,0.71
2010,7,17,15,246.98,15.95,0.66
2010,7,17,16,72.8,15.37,0.52
2010,7,17,17,0.0,14.62,-999.0
2010,7,17,18,0.0,14.12,-999.0
2010,7,17,19,0.0,13.86,-999.0
2010,7,17,20,0.0,13.55,-999.0
2010,7,17,21,0.0,13.09,-999.0
2010,7,17,22,0.0,12.59,-999.0
2010,7,17,23,0.0,12.3,-999.0
2010,7,18,0,0.0,12.19,-999.0
2010,7,18,1,0.0,11.91,-999.0
2010,7,18,2,0.0,11.66,-999.0
2010,7,18,3,0.0,11.42,-999.0
2010,7,18,4,0.0,11.26,-999.0
2010,7,18,5,0.0,10.85,-999.0
2010,7,18,6,0.0,10.4,-999.0
2010,7,18,7,75.25,10.4,0.54
2010,7,18,8,253.79,11.13,0.68
2010,7,18,9,414.01,12.45,0.73
2010,7,18,10,544.46,13.91,0.77
2010,7,18,11,604.21,15.11,0.78
2010,7,18,12,602.48,16.0,0.78
2010,7,18,13,542.61,16.65,0.77
2010,7,18,14,418.77,17.05,0.74
2010,7,18,15,256.76,17.11,0.68
2010,7,18,16,77.23,16.51,0.54
2010,7,18,17,0.0,15.62,-999.0
2010,7,18,18,0.0,15.1,-999.0
2010,7,18,19,0.0,14.63,-999.0
2010,7,18,20,0.0,14.12,-999.0
2010,7,18,21,0.0,13.61,-999.0
2010,7,18,22,0.0,13.12,-999.0
2010,7,18,23,0.0,12.62,-999.0
2010,7,19,0,0.0,12.2,-999.0
2010,7,19,1,0.0,11.8,-999.0
2010,7,19,2,0.0,11.58,-999.0
2010,7,19,3,0.0,11.51,-999.0
2010,7,19,4,0.0,11.36,-999.0
2010,7,19,5,0.0,11.16,-999.0
2010,7,19,6,0.0,10.98,-999.0
2010,7,19,7,36.02,11.03,0.25
2010,7,19,8,106.75,11.59,0.28
2010,7,19,9,197.62,12.51,0.35
2010,7,19,10,257.29,13.82,0.37
2010,7,19,11,302.52,14.87,0.39
2010,7,19,12,326.72,15.5,0.42
2010,7,19,13,249.48,15.88,0.35
2010,7,19,14,118.24,16.02,0.21
2010,7,19,15,80.57,16.0,0.21
2010,7,19,16,39.57,15.73,0.27
2010,7,19,17,0.0,15.39,-999.0
2010,7,19,18,0.0,15.02,-999.0
2010,7,19,19,0.0,14.6,-999.0
2010,7,19,20,0.0,14.16,-999.0
2010,7,19,21,0.0,13.75,-999.0
2010,7,19,22,0.0,13.58,-999.0
2010,7,19,23,0.0,13.62,-999.0
2010,7,20,0,0.0,13.55,-999.0
2010,7,20,1,0.0,13.4,-999.0
2010,7,20,2,0.0,13.2,-999.0
2010,7,20,3,0.0,12.88,-999.0
2010,7,20,4,0.0,12.62,-999.0
2010,7,20,5,0.0,12.48,-999.0
2010,7,20,6,0.0,12.44,-999.0
2010,7,20,7,45.48,12.58,0.31
2010,7,20,8,174.3,13.08,0.46
2010,7,20,9,314.92,13.51,0.55
2010,7,20,10,451.4,13.77,0.64
2010,7,20,11,515.76,13.92,0.66
2010,7,20,12,498.44,14.05,0.64
2010,7,20,13,407.86,14.31,0.58
2010,7,20,14,276.04,14.46,0.48
2010,7,20,15,167.09,14.46,0.44
2010,7,20,16,52.83,14.25,0.35
2010,7,20,17,0.0,14.0,-999.0
2010,7,20,18,0.0,13.9,-999.0
2010,7,20,19,0.0,13.8,-999.0
2010,7,20,20,0.0,13.61,-999.0
2010,7,20,21,0.0,13.4,-999.0
2010,7,20,22,0.0,13.19,-999.0
2010,7,20,23,0.0,12.98,-999.0
2010,7,21,0,0.0,12.8,-999.0
2010,7,21,1,0.0,12.75,-999.0
2010,7,21,2,0.0,12.73,-999.0
2010,7,21,3,0.0,12.74,-999.0
2010,7,21,4,0.0,12.83,-999.0
2010,7,21,5,0.0,12.96,-999.0
2010,7,21,6,0.0,12.95,-999.0
2010,7,21,7,47.56,13.0,0.32
2010,7,21,8,210.76,13.24,0.55
2010,7,21,9,346.1,13.53,0.6
2010,7,21,10,353.03,13.8,0.5
2010,7,21,11,344.48,13.98,0.44
2010,7,21,12,348.28,14.19,0.45
2010,7,21,13,336.27,14.41,0.47
2010,7,21,14,239.07,14.58,0.41
2010,7,21,15,157.38,14.63,0.41
2010,7,21,16,42.55,14.38,0.28
2010,7,21,17,0.0,14.05,-999.0
2010,7,21,18,0.0,14.03,-999.0
2010,7,21,19,0.0,13.87,-999.0
2010,7,21,20,0.0,13.77,-999.0
2010,7,21,21,0.0,13.55,-999.0
2010,7,21,22,0.0,13.23,-999.0
2010,7,21,23,0.0,12.87,-999.0
2010,7,22,0,0.0,12.5,-999.0
2010,7,22,1,0.0,12.16,-999.0
2010,7,22,2,0.0,11.82,-999.0
2010,7,22,3,0.0,11.37,-999.0
2010,7,22,4,0.0,11.2,-999.0
2010,7,22,5,0.0,11.09,-999.0
2010,7,22,6,0.0,10.8,-999.0
2010,7,22,7,60.06,10.72,0.4
2010,7,22,8,225.45,11.05,0.59
2010,7,22,9,341.78,11.8,0.59
2010,7,22,10,478.57,12.8,0.67
2010,7,22,11,474.99,13.87,0.61
2010,7,22,12,452.63,14.37,0.58
2010,7,22,13,378.72,14.35,0.53
2010,7,22,14,267.79,14.03,0.46
2010,7,22,15,169.0,13.85,0.44
2010,7,22,16,67.83,13.83,0.44
2010,7,22,17,0.0,13.98,-999.0
2010,7,22,18,0.0,13.93,-999.0
2010,7,22,19,0.0,13.79,-999.0
2010,7,22,20,0.0,13.62,-999.0
2010,7,22,21,0.0,13.53,-999.0
2010,7,22,22,0.0,13.48,-999.0
2010,7,22,23,0.0,13.39,-999.0
2010,7,23,0,0.0,13.3,-999.0
2010,7,23,1,0.0,13.21,-999.0
2010,7,23,2,0.0,13.11,-999.0
2010,7,23,3,0.0,13.05,-999.0
2010,7,23,4,0.0,13.07,-999.0
2010,7,23,5,0.0,13.12,-999.0
2010,7,23,6,0.0,13.06,-999.0
2010,7,23,7,45.32,13.14,0.3
2010,7,23,8,150.49,13.69,0.39
2010,7,23,9,296.73,14.33,0.51
2010,7,23,10,406.66,15.08,0.57
2010,7,23,11,472.86,15.75,0.6
2010,7,23,12,394.75,16.14,0.5
2010,7,23,13,387.72,16.32,0.54
2010,7,23,14,289.97,16.3,0.5
2010,7,23,15,193.97,16.05,0.49
2010,7,23,16,71.95,15.52,0.45
2010,7,23,17,0.0,14.9,-999.0
2010,7,23,18,0.0,14.69,-999.0
2010,7,23,19,0.0,14.53,-999.0
2010,7,23,20,0.0,14.45,-999.0
2010,7,23,21,0.0,14.33,-999.0
2010,7,23,22,0.0,14.22,-999.0
2010,7,23,23,0.0,14.16,-999.0
2010,7,24,0,0.0,14.05,-999.0
2010,7,24,1,0.0,14.01,-999.0
2010,7,24,2,0.0,14.03,-999.0
2010,7,24,3,0.0,14.08,-999.0
2010,7,24,4,0.0,14.21,-999.0
2010,7,24,5,0.0,14.29,-999.0
2010,7,24,6,0.0,14.26,-999.0
2010,7,24,7,47.98,14.39,0.3
2010,7,24,8,159.6,14.77,0.41
2010,7,24,9,283.99,15.07,0.48
2010,7,24,10,437.38,15.5,0.61
2010,7,24,11,442.28,15.99,0.55
2010,7,24,12,371.42,16.24,0.47
2010,7,24,13,316.11,16.28,0.44
2010,7,24,14,291.35,16.15,0.49
2010,7,24,15,173.65,15.88,0.44
2010,7,24,16,54.67,15.42,0.34
2010,7,24,17,0.0,14.73,-999.0
2010,7,24,18,0.0,14.4,-999.0
2010,7,24,19,0.0,14.26,-999.0
2010,7,24,20,0.0,14.26,-999.0
2010,7,24,21,0.0,14.38,-999.0
2010,7,24,22,0.0,14.37,-999.0
2010,7,24,23,0.0,14.22,-999.0
2010,7,25,0,0.0,14.01,-999.0
2010,7,25,1,0.0,13.64,-999.0
2010,7,25,2,0.0,13.26,-999.0
2010,7,25,3,0.0,13.12,-999.0
2010,7,25,4,0.0,13.17,-999.0
2010,7,25,5,0.0,13.48,-999.0
2010,7,25,6,0.0,13.63,-999.0
2010,7,25,7,48.25,14.07,0.3
2010,7,25,8,148.54,15.01,0.38
2010,7,25,9,262.45,15.7,0.45
2010,7,25,10,389.21,16.09,0.54
2010,7,25,11,323.6,16.22,0.41
2010,7,25,12,340.95,16.33,0.43
2010,7,25,13,303.55,16.33,0.41
2010,7,25,14,220.43,16.18,0.38
2010,7,25,15,144.88,15.87,0.36
2010,7,25,16,50.45,15.37,0.3
2010,7,25,17,0.0,14.87,-999.0
2010,7,25,18,0.0,14.66,-999.0
2010,7,25,19,0.0,14.44,-999.0
2010,7,25,20,0.0,14.1,-999.0
2010,7,25,21,0.0,13.87,-999.0
2010,7,25,22,0.0,13.66,-999.0
2010,7,25,23,0.0,13.48,-999.0
2010,7,26,0,0.0,13.26,-999.0
2010,7,26,1,0.0,13.13,-999.0
2010,7,26,2,0.0,13.09,-999.0
2010,7,26,3,0.0,13.12,-999.0
2010,7,26,4,0.0,13.17,-999.0
2010,7,26,5,0.0,13.24,-999.0
2010,7,26,6,0.0,13.23,-999.0
2010,7,26,7,49.4,13.53,0.3
2010,7,26,8,163.02,14.29,0.41
2010,7,26,9,298.17,14.87,0.51
2010,7,26,10,353.3,15.46,0.48
2010,7,26,11,423.09,15.76,0.53
2010,7,26,12,392.74,15.92,0.49
2010,7,26,13,400.5,16.03,0.55
2010,7,26,14,314.46,16.01,0.53
2010,7,26,15,190.79,15.8,0.48
2010,7,26,16,73.29,15.31,0.43
2010,7,26,17,0.0,14.57,-999.0
2010,7,26,18,0.0,14.23,-999.0
2010,7,26,19,0.0,14.15,-999.0
2010,7,26,20,0.0,14.17,-999.0
2010,7,26,21,0.0,14.26,-999.0
2010,7,26,22,0.0,14.37,-999.0
2010,7,26,23,0.0,14.55,-999.0
2010,7,27,0,0.0,14.73,-999.0
2010,7,27,1,0.0,14.76,-999.0
2010,7,27,2,0.0,14.69,-999.0
2010,7,27,3,0.0,14.64,-999.0
2010,7,27,4,0.0,14.62,-999.0
2010,7,27,5,0.0,14.61,-999.0
2010,7,27,6,0.0,14.65,-999.0
2010,7,27,7,54.16,14.94,0.33
2010,7,27,8,176.62,15.79,0.44
2010,7,27,9,279.03,16.44,0.47
2010,7,27,10,346.49,16.96,0.48
2010,7,27,11,326.63,17.15,0.41
2010,7,27,12,301.09,17.12,0.38
2010,7,27,13,274.05,17.06,0.38
2010,7,27,14,216.59,17.05,0.36
2010,7,27,15,140.91,16.86,0.34
2010,7,27,16,54.93,16.25,0.32
2010,7,27,17,0.0,15.62,-999.0
2010,7,27,18,0.0,15.4,-999.0
2010,7,27,19,0.0,15.3,-999.0
2010,7,27,20,0.0,15.24,-999.0
2010,7,27,21,0.0,15.21,-999.0
2010,7,27,22,0.0,15.19,-999.0
2010,7,27,23,0.0,15.1,-999.0
2010,7,28,0,0.0,15.05,-999.0
2010,7,28,1,0.0,15.12,-999.0
2010,7,28,2,0.0,15.2,-999.0
2010,7,28,3,0.0,15.22,-999.0
2010,7,28,4,0.0,15.23,-999.0
2010,7,28,5,0.0,15.34,-999.0
